CM020861.1	15256312	15256342	24	196
CM020861.1	15256312	15256342	25	196
CM020861.1	15256312	15256342	26	199
CM020861.1	15256312	15256342	27	201
CM020861.1	15256312	15256342	28	200
CM020861.1	15256312	15256342	29	202
CM020861.1	15256312	15256342	30	203
CM020861.1	14894293	14894323	1	0
CM020861.1	14894293	14894323	2	0
CM020861.1	14894293	14894323	3	0
CM020861.1	14894293	14894323	4	0
CM020861.1	14894293	14894323	5	0
CM020861.1	14894293	14894323	6	0
CM020861.1	14894293	14894323	7	0
CM020861.1	14894293	14894323	8	0
CM020861.1	14894293	14894323	9	0
CM020861.1	14894293	14894323	10	0
CM020861.1	14894293	14894323	11	0
CM020861.1	14894293	14894323	12	0
CM020861.1	14894293	14894323	13	0
CM020861.1	14894293	14894323	14	0
CM020861.1	14894293	14894323	15	0
CM020861.1	14894293	14894323	16	0
CM020861.1	14894293	14894323	17	0
CM020861.1	14894293	14894323	18	0
CM020861.1	14894293	14894323	19	0
CM020861.1	14894293	14894323	20	0
CM020861.1	14894293	14894323	21	0
CM020861.1	14894293	14894323	22	0
CM020861.1	14894293	14894323	23	0
CM020861.1	14894293	14894323	24	0
CM020861.1	14894293	14894323	25	0
CM020861.1	14894293	14894323	26	0
CM020861.1	14894293	14894323	27	0
CM020861.1	14894293	14894323	28	0
CM020861.1	14894293	14894323	29	0
CM020861.1	14894293	14894323	30	0
